"","id","microcosmo","temp","microcosmo","CE","microcosmo","pCO2"
"92",92,"control",30.4974290203179,"control",101.961020671924,"control",527.734448374562
"93",93,"control",30.1939571004092,"control",117.767941411492,"control",534.611319767524
"94",94,"control",29.3446520454814,"control",118.396318211578,"control",546.47410528322
"95",95,"control",31.2934393995594,"control",138.515282247257,"control",555.628749032228
"96",96,"control",29.3717456045958,"control",155.817128548459,"control",532.423334900889
"97",97,"control",32.1035863331562,"control",147.489264018525,"control",524.489270175342
"98",98,"control",31.4619584136615,"control",144.656296572746,"control",583.312123623862
"99",99,"control",29.7290136480815,"control",144.495716756749,"control",547.380709647621
"100",100,"control",28.9541075176994,"control",134.559513836373,"control",521.269845150004
"101",101,"control",29.2638015675747,"control",114.55769260534,"control",554.952775474462
"102",102,"control",30.2117460349734,"control",123.605160489913,"control",538.992564101405
"103",103,"control",29.7182419591069,"control",98.9975925533391,"control",553.039850602857
"104",104,"control",29.6194082525902,"control",109.882539507165,"control",538.810992049017
"105",105,"control",29.0274138040803,"control",108.505920916087,"control",536.787242619138
"106",106,"control",29.9158728296873,"control",105.366122967522,"control",539.523629356277
"107",107,"control",29.1907936199321,"control",141.557004193284,"control",545.438655433885
"108",108,"control",28.3254169021436,"control",128.360693539329,"control",526.658825968853
"109",109,"control",29.587378010118,"control",124.954772011413,"control",525.827531092185
"110",110,"control",30.8606166768796,"control",120.966216959374,"control",534.467453775281
"111",111,"control",29.3961599766438,"control",135.386624317353,"control",541.005094284857
"112",112,"control",30.5558050357805,"control",133.921862133933,"control",532.032968281254
"113",113,"control",28.3744749458766,"control",108.045697452645,"control",543.679836566727
"114",114,"control",29.905549273786,"control",92.1546998782581,"control",517.632137824627
"115",115,"control",30.4690190598646,"control",104.089259640215,"control",511.587602805355
"116",116,"control",30.2551302949234,"control",113.974163618843,"control",572.597315212848
"117",117,"control",30.063562670266,"control",121.083107205218,"control",545.165023795787
"118",118,"control",29.3321081118607,"control",142.869248256448,"control",530.570563470876
"119",119,"control",29.1272897408871,"control",130.308764582293,"control",532.719973901717
"120",120,"control",28.9563537852072,"control",131.041529908064,"control",552.27477622996
"121",121,"control",30.0752936651581,"control",132.849516211789,"control",533.998509850749
"122",122,"control",29.0314748780989,"control",119.244043409029,"control",541.387230736776
"123",123,"control",29.4792537051733,"control",105.598757407217,"control",532.999637504832
"124",124,"control",29.7090296516457,"control",108.151524536953,"control",528.654460176281
"125",125,"control",31.7669847651276,"control",101.504445056021,"control",548.916204976232
"126",126,"control",29.3210890963385,"control",102.437589722567,"control",540.457840091309
"127",127,"control",30.1906788408392,"control",99.1911823504755,"control",561.761280565575
"128",128,"control",30.0364016325724,"control",133.553685404555,"control",517.197713693092
"129",129,"control",29.0173804985525,"control",103.566630461592,"control",535.375756024933
"130",130,"control",29.8901180755989,"control",130.081540804398,"control",534.022962899669
"131",131,"control",31.3756598412549,"control",155.044193797622,"control",518.125527549345
"132",132,"control",30.4024739720176,"control",118.266516385464,"control",556.180686214102
"133",133,"control",30.0004082635531,"control",118.469249076236,"control",535.888140606999
"134",134,"control",29.5459531043072,"control",133.258144651352,"control",512.421155295678
"135",135,"control",27.9478177228903,"control",120.920220885006,"control",526.988298081042
"136",136,"control",31.0687104691459,"control",110.084971470987,"control",517.566075826538
"137",137,"control",28.5285727304937,"control",100.603475569606,"control",556.937665091601
"138",138,"control",30.6851485606598,"control",122.479289632844,"control",584.547725827988
"139",139,"control",31.8309214978331,"control",114.953403726145,"control",525.490577560656
"140",140,"control",28.5449847022476,"control",126.803633587425,"control",536.166657051251
"141",141,"control",30.6477486486672,"control",125.207920100901,"control",542.995935229577
"142",142,"control",29.7030464603856,"control",139.899490603556,"control",587.596494932965
"143",143,"control",28.4192987240374,"control",129.809164414905,"control",495.099496406913
"144",144,"control",28.4756256992939,"control",137.562507288833,"control",528.423772692616
"145",145,"control",28.3904945498969,"control",122.137492005697,"control",515.776688257299
"146",146,"control",29.4397116082731,"control",132.928184416253,"control",533.68080855749
"147",147,"control",28.527479526704,"control",117.55382821732,"control",532.794490365121
"148",148,"control",30.6341584375163,"control",118.908410329282,"control",524.460710321382
"149",149,"control",32.0181067617152,"control",122.209886416861,"control",571.535098973732
"150",150,"control",28.6987101334855,"control",105.075588095342,"control",542.579719588513
"151",151,"control",30.7319840705257,"control",103.697248350875,"control",581.806227470091
"152",152,"control",30.7136613961809,"control",116.927038692785,"control",552.981601257369
"153",153,"control",30.2855585273711,"control",100.862205442748,"control",514.628868921299
"154",154,"control",28.9717909238885,"control",122.513570229824,"control",524.025901291348
"155",155,"control",29.842936445502,"control",132.673658014258,"control",542.872985375832
"156",156,"control",29.6852125715332,"control",108.369829019523,"control",527.249775441679
"157",157,"control",30.5117297425561,"control",121.881761789127,"control",544.364758691465
"158",158,"control",29.5950100190182,"control",98.8473960316111,"control",551.310033706353
"159",159,"control",30.9174339189519,"control",134.648302993135,"control",545.591804999314
"160",160,"control",29.5929107593883,"control",115.965256696504,"control",535.388508364623
"161",161,"control",30.9916572362677,"control",143.261299133281,"control",526.044625174283
"162",162,"control",28.9318065334673,"control",121.734564445518,"control",514.188072146946
"163",163,"control",28.725047860137,"control",148.023571953149,"control",544.118830338265
"164",164,"control",33.1362191362436,"control",125.972461495914,"control",554.794082976346
"165",165,"control",29.5514795636028,"control",118.387445918926,"control",536.397269637079
"166",166,"control",30.2522630397099,"control",135.764459833423,"control",551.696420104022
"167",167,"control",30.5838382805532,"control",128.793067080498,"control",578.757444989501
"168",168,"control",29.4858949868054,"control",113.097181184423,"control",573.364958736743
"169",169,"control",30.4665248034273,"control",131.28453535103,"control",528.77353544639
"170",170,"control",30.3215852368374,"control",130.252433814499,"control",547.897629408013
"171",171,"control",29.7489271025111,"control",126.522389561871,"control",524.967412690981
"172",172,"control",30.0239871728548,"control",115.975536619823,"control",550.524974462834
"173",173,"control",29.9266140913363,"control",120.403723355709,"control",536.788452748191
"174",174,"control",32.0458828610359,"control",133.83835621681,"control",542.956507933304
"175",175,"control",29.2334906256526,"control",137.392981036552,"control",522.088491679447
"176",176,"control",28.8859236582668,"control",125.437507393237,"control",559.990738534687
"177",177,"control",29.9970326311877,"control",109.462589587517,"control",536.314455815485
"178",178,"control",30.2642711344543,"control",132.030134355151,"control",529.672909571945
"179",179,"control",30.387793009332,"control",123.297457885865,"control",536.453231598785
"180",180,"control",29.5108019739431,"control",137.576393795526,"control",539.262674256724
"181",181,"control",28.9179403887082,"control",97.9733793169004,"control",567.912823254699
"182",182,"control",31.1979214725677,"control",110.369444180157,"control",517.467107574192
"183",183,"control",29.6173426198055,"control",128.832212141745,"control",583.007078496094
"184",184,"control",29.1117973945997,"control",101.566560145397,"control",523.661984584539
"185",185,"control",29.7284460224377,"control",160.876074312314,"control",541.066452364267
"186",186,"control",29.7667676235384,"control",108.813014535372,"control",500.072524543204
"187",187,"control",31.0477218839194,"control",127.596666875673,"control",525.844104663146
"188",188,"control",30.0430425463533,"control",96.1434922726061,"control",551.295358965404
"189",189,"control",30.6989727094808,"control",153.015043896488,"control",547.136078955511
"190",190,"control",29.4706938231712,"control",131.625291136342,"control",545.398105991377
"191",191,"control",30.17015640339,"control",113.698903351437,"control",529.29018902714
"192",192,"control",29.641807806739,"control",124.905964593136,"control",504.012009523178
"193",193,"control",30.0526918576101,"control",110.85650020203,"control",518.162939847189
"194",194,"control",29.082543909182,"control",96.2667744882434,"control",533.640343868651
"195",195,"control",28.6754144973386,"control",105.376425712208,"control",549.273258532829
"196",196,"control",31.917269117053,"control",107.950877090583,"control",553.235499038315
"197",197,"control",30.548694647199,"control",137.633847200832,"control",532.298975417534
"198",198,"control",28.7337540656076,"control",127.871379078051,"control",535.077495468189
"199",199,"control",29.3610574016532,"control",115.774185065822,"control",534.870046046464
"200",200,"control",28.7982295170946,"control",117.424511323067,"control",538.922043985067
"201",201,"control",32.114834141906,"control",136.634958628954,"control",566.081980099362
"202",202,"control",31.2461647169048,"control",106.609220940219,"control",524.51755798426
"203",203,"control",29.7001578444376,"control",129.797371756981,"control",534.100556469019
"204",204,"control",30.4923301780474,"control",107.619076146437,"control",539.305414729253
"205",205,"control",29.5539468510395,"control",131.492813890608,"control",513.289438201122
"206",206,"control",29.4932780432767,"control",139.305356202831,"control",520.949903241674
"207",207,"control",29.1871692189068,"control",114.805540198586,"control",541.536809376463
"208",208,"control",29.3772750778897,"control",127.735757283366,"control",545.70098918529
"209",209,"control",31.57788931799,"control",89.2376473769981,"control",558.792056244223
"210",210,"control",29.9070524374163,"control",125.812803523732,"control",529.309638639789
"211",211,"control",30.076860331699,"control",125.676216995019,"control",564.553615405863
"212",212,"control",30.1988136810071,"control",127.284658660995,"control",521.986747850013
"213",213,"control",31.1678263609156,"control",138.71819157178,"control",508.552242660338
"214",214,"control",29.4542574456741,"control",107.341487342216,"control",502.131193139665
"215",215,"control",28.9873429926158,"control",141.364971273795,"control",558.130363047909
"216",216,"control",31.6021829937551,"control",107.238611853528,"control",543.457451963568
"217",217,"control",29.5276600474328,"control",97.4884124694642,"control",535.465454100545
"218",218,"control",29.2513953494589,"control",153.027491443847,"control",532.469258214462
"219",219,"control",28.7484523434944,"control",132.935697177479,"control",566.983650161268
"220",220,"control",28.7009785921286,"control",132.169847132747,"control",559.913031454528
"221",221,"control",29.397505990288,"control",130.257397193022,"control",519.431338902382
"222",222,"control",30.5656261008232,"control",118.112029465994,"control",512.320928195494
"223",223,"control",31.0476511761511,"control",135.715481145626,"control",557.786032373872
"224",224,"control",30.6534365867589,"control",141.894093002206,"control",548.152832758478
"225",225,"control",29.6036158488467,"control",98.5479763056296,"control",528.478389113753
"226",226,"control",30.0185549386369,"control",104.601838819158,"control",545.138858087885
"227",227,"control",29.2694954655935,"control",110.681253261453,"control",500.713476932187
"228",228,"control",29.2571262016575,"control",128.733525431355,"control",525.648002556942
"229",229,"control",30.8269574889974,"control",87.2336837035162,"control",545.846732293459
"230",230,"control",28.9647192729685,"control",118.8535697114,"control",536.52134230752
"231",231,"control",31.8761880861826,"control",100.150697312185,"control",514.324542854042
"232",232,"control",29.8714867979135,"control",116.13852801116,"control",556.500286159229
"233",233,"control",30.1702480500966,"control",97.8929177545876,"control",559.213769467749
"234",234,"control",29.2362428493552,"control",138.054736688787,"control",520.600868565929
"235",235,"control",29.397099084032,"control",117.138532430711,"control",534.454832689301
"236",236,"control",28.6693241903409,"control",118.314553235536,"control",551.27407192849
"237",237,"control",29.7807331193947,"control",142.705696505853,"control",553.717988112315
"238",238,"control",30.370602756826,"control",108.624776588357,"control",528.152193795304
"239",239,"control",30.2778182572782,"control",98.766733657183,"control",521.73000854553
"240",240,"control",29.1940942426863,"control",112.173985697546,"control",544.195584469681
"241",241,"control",29.1871504685631,"control",111.691641001151,"control",502.681905516975
"242",242,"control",29.467845256024,"control",126.196156644348,"control",520.416575459564
"243",243,"control",31.4261394564494,"control",116.563794121297,"control",552.063059652775
"244",244,"control",28.8454424517476,"control",100.724147409646,"control",506.578261274757
"245",245,"control",29.7845294375074,"control",118.469648463777,"control",515.813731952271
"246",246,"control",31.8243145852454,"control",129.756063575481,"control",533.43918623204
"247",247,"control",29.8610446123778,"control",101.704145402451,"control",532.313930519121
"248",248,"control",28.627356110255,"control",135.604100729558,"control",505.655738248862
"249",249,"control",29.3085259534314,"control",131.360884981098,"control",547.212195537117
"250",250,"control",30.4357507793268,"control",142.826949761806,"control",519.106061651142
"251",251,"control",29.5919091857636,"control",116.389160010292,"control",534.958037909277
"252",252,"control",29.4093611637212,"control",127.240918200968,"control",534.250934279463
"253",253,"control",29.6229611105541,"control",108.503635410511,"control",550.650103681661
"254",254,"control",30.0486867141964,"control",117.419502507087,"control",536.648580399658
"255",255,"control",31.5265385957229,"control",105.891009796516,"control",535.393370985334
"256",256,"control",29.8732061901039,"control",136.681432737742,"control",568.241041895881
"257",257,"control",31.0191835062285,"control",100.188160625446,"control",544.687990033893
"258",258,"control",30.5781390333376,"control",130.018384367018,"control",549.308202893522
"259",259,"control",29.848632902404,"control",111.244483663298,"control",546.579138788612
"260",260,"control",28.4577560371672,"control",105.976774543196,"control",548.355211745207
"261",261,"control",29.4493050287985,"control",142.254869531568,"control",562.384121534818
"262",262,"control",29.4799269559243,"control",122.676616007244,"control",536.811567604653
"263",263,"control",30.0062113441063,"control",125.949667950276,"control",542.318614856316
"264",264,"control",31.2341947041135,"control",123.9426040458,"control",574.02248267847
"265",265,"control",32.2072173943545,"control",130.566289664141,"control",528.128496565435
"266",266,"control",31.4766294378041,"control",142.457319770694,"control",561.562924864285
"267",267,"control",29.8295120549576,"control",122.026901544307,"control",526.714044320112
"268",268,"control",28.2386031523535,"control",138.784375874778,"control",569.258164438879
"269",269,"control",29.5789957332097,"control",87.186849212368,"control",525.627698107594
"270",270,"control",30.0474230786118,"control",130.241471957259,"control",522.908124999508
"271",271,"control",30.7881127439861,"control",127.244384939666,"control",556.888352184893
"272",272,"control",30.9032774091146,"control",123.745634188465,"control",555.576142938773
"273",273,"control",30.6306232408281,"control",122.967857864266,"control",547.989410975767
"274",274,"control",28.5926311371965,"control",114.512736850143,"control",542.875741398688
"275",275,"control",30.7926501847207,"control",112.120320058098,"control",542.300545989357
"276",276,"control",29.5223739279013,"control",136.973063525357,"control",575.585406563014
"277",277,"control",30.131306646158,"control",118.430943028459,"control",511.558666667796
"278",278,"control",30.0330601536303,"control",138.214212505713,"control",519.750865218902
"279",279,"control",30.3796034296711,"control",115.534865023268,"control",514.374987343444
"280",280,"control",29.9841814831696,"control",106.475062083711,"control",555.49947080331
"281",281,"control",28.3258744043661,"control",142.047288483296,"control",533.35001406727
"282",282,"control",30.681766045478,"control",119.70583277796,"control",535.473044749735
"283",283,"control",30.3383060369827,"control",138.731879398262,"control",570.601513184707
"284",284,"control",29.6996614072273,"control",103.315229683421,"control",527.229074326876
"285",285,"control",30.0757816208257,"control",126.305494772323,"control",574.998508878827
"286",286,"control",30.0913578724611,"control",116.564977216695,"control",511.982666661503
"287",287,"control",30.1765990791898,"control",149.385592727351,"control",562.05546185557
"288",288,"control",31.5680292426579,"control",140.03919730692,"control",543.792501607274
"289",289,"control",29.7453306286452,"control",129.231718850097,"control",530.725294452954
"290",290,"control",30.124704076207,"control",113.800070950027,"control",534.686714453813
"291",291,"control",31.1050161956077,"control",135.351421419442,"control",562.443574900421
"292",292,"control",30.9930974029094,"control",131.565736548041,"control",569.14187581684
"293",293,"control",31.0823578481728,"control",100.210051999562,"control",507.043330805497
"294",294,"control",29.3940813589616,"control",138.308063598815,"control",600.671297009436
"295",295,"control",31.922433075687,"control",133.522305388189,"control",585.191027134376
"296",296,"control",30.0253668535116,"control",118.417734078955,"control",528.215091115723
"297",297,"control",31.7895148078127,"control",154.56125189335,"control",536.677948220401
"298",298,"control",28.6361153676899,"control",134.90818892683,"control",525.677270552347
"299",299,"control",29.9805639146272,"control",113.698574483617,"control",536.152500013484
"300",300,"control",31.1849162795498,"control",134.594296023299,"control",551.443819286194
"301",301,"control",29.2590626565217,"control",127.048455288534,"control",539.757741282125
"302",302,"control",29.2223648111466,"control",118.600286704315,"control",541.385248487032
"303",303,"control",29.0402320704652,"control",73.9593206247002,"control",565.010907585506
"304",304,"control",28.928536986248,"control",114.889168375774,"control",497.396974733256
"305",305,"control",29.5315836574832,"control",121.481228936862,"control",528.837105649703
"306",306,"control",30.2845555894998,"control",131.590291780252,"control",540.511501100387
"307",307,"control",27.9860737120377,"control",126.229058000471,"control",523.482272298847
"308",308,"control",30.1677408247048,"control",124.408743887296,"control",557.33934017167
"309",309,"control",31.1719415454882,"control",143.011024094185,"control",529.68051641064
"310",310,"control",31.9568225378756,"control",120.365190733815,"control",529.980252376732
"311",311,"control",31.2351524723566,"control",105.864853104774,"control",559.690256657728
"312",312,"control",30.70163926852,"control",113.84899455049,"control",553.177639181409
"313",313,"control",28.267804208868,"control",118.465471498152,"control",535.100354706415
"314",314,"control",29.3705234261534,"control",112.82005454503,"control",531.842379042041
"315",315,"control",29.614994472549,"control",94.1676375037937,"control",511.271685272222
"316",316,"control",30.6494534247018,"control",129.740320705396,"control",525.057855027632
"317",317,"control",29.8564420926763,"control",132.575549078775,"control",585.568280661905
"318",318,"control",28.726524344501,"control",110.485163763505,"control",537.173060349679
"319",319,"control",31.6107469939322,"control",127.43779617273,"control",554.631711108539
"320",320,"control",30.85316346596,"control",116.565383276666,"control",534.47209349186
"321",321,"control",30.1926816670412,"control",116.858707381265,"control",549.056374077524
"322",322,"control",31.1537464381193,"control",129.865556988532,"control",536.891935786981
"323",323,"control",28.6480011985097,"control",127.175941527336,"control",562.901607106312
"324",324,"control",30.607603891834,"control",112.690555924265,"control",528.613290461413
"325",325,"control",29.4475458712128,"control",110.546815183427,"control",506.481655303004
"326",326,"control",30.6300706114137,"control",128.986306285731,"control",554.357372182225
"327",327,"control",29.9003944844331,"control",106.683447775747,"control",533.495203273564
"328",328,"control",30.5803014987708,"control",110.946006724386,"control",564.728163178535
"329",329,"control",31.2688072627582,"control",141.129798942443,"control",540.14358497256
"330",330,"control",29.9671442885106,"control",123.447998778734,"control",564.550681892776
"331",331,"control",30.9572074642131,"control",114.712813097441,"control",544.290166976556
"332",332,"control",28.795334645555,"control",104.097690902313,"control",531.451892193447
"333",333,"control",29.2528276483727,"control",131.502308562474,"control",551.181990439572
"334",334,"control",31.4488333571604,"control",113.122121240532,"control",529.42838243215
"335",335,"control",30.3298402135635,"control",122.530907664818,"control",568.792179485822
"336",336,"control",27.9488216359749,"control",138.339197131525,"control",540.551282548512
"337",337,"control",28.6232432969593,"control",117.955804598778,"control",500.591823773813
"338",338,"control",29.7632346047227,"control",136.040418223128,"control",529.190957329253
"339",339,"control",30.8084638162478,"control",104.557465668243,"control",507.88965142419
"340",340,"control",29.8601544093991,"control",95.6383604631188,"control",497.865396580103
"341",341,"control",30.5717037225802,"control",125.862034562518,"control",538.947070833968
"342",342,"control",30.8998252702321,"control",138.342871446781,"control",549.754721289769
"343",343,"control",31.5976337322857,"control",113.519002115167,"control",523.880202324105
"344",344,"control",30.0148963986095,"control",117.44076244565,"control",513.462454892364
"345",345,"control",29.9090577319427,"control",134.521549164427,"control",526.806715480887
"346",346,"control",28.2418273880406,"control",114.556324350186,"control",509.392355999645
"347",347,"control",30.0573410422061,"control",104.931596849356,"control",550.767112958955
"348",348,"control",29.3995869432623,"control",109.189440201592,"control",548.407875173789
"349",349,"control",29.005470608852,"control",118.628512049454,"control",508.570447884364
"350",350,"control",29.7836918935734,"control",98.7341132486802,"control",526.402095701562
"351",351,"control",30.9546443092888,"control",132.824569012855,"control",557.086886771445
"352",352,"control",28.0071064810852,"control",129.429954748745,"control",534.774432439377
"353",353,"control",29.5412662985387,"control",133.314439399516,"control",538.034711785655
"354",354,"control",30.0743045379111,"control",143.478496457439,"control",545.520530512236
"355",355,"control",29.0846565813461,"control",135.408755826125,"control",549.368675851059
"356",356,"control",30.2872248836492,"control",142.068063998378,"control",560.00662402669
"357",357,"control",30.3632013222034,"control",116.065334494774,"control",552.044300167746
"358",358,"control",29.9276245639095,"control",137.910369747988,"control",512.567868703769
"359",359,"control",27.5434197701152,"control",101.607362738847,"control",531.205841651213
"360",360,"control",32.4800289829493,"control",130.001083366407,"control",543.410200382829
"361",361,"control",29.7588067276812,"control",145.103813253125,"control",535.857293474471
"362",362,"control",30.5981694159559,"control",150.880292786106,"control",497.850525437096
"363",363,"control",30.2282911612158,"control",125.337223207161,"control",523.941013649103
"364",364,"control",30.964179770122,"control",132.184833609414,"control",556.487159138292
"365",365,"control",30.7613062574466,"control",105.533169317837,"control",540.761745895517
"366",366,"control",29.7544026921961,"control",98.9518301462201,"control",510.823790365394
"367",367,"control",30.3306044167643,"control",120.951551228857,"control",541.824405146374
"368",368,"control",29.0334993454986,"control",125.365345605477,"control",534.946130791904
"369",369,"control",30.7997845506813,"control",119.214758358376,"control",550.195237115644
"370",370,"control",29.5081824278933,"control",109.527442882147,"control",576.536415928148
"371",371,"control",32.3284378867125,"control",103.456765762593,"control",510.028073593686
"372",372,"control",28.3419720822256,"control",134.740391031328,"control",528.587033736249
"373",373,"control",29.5052925018933,"control",135.676469500283,"control",535.312312415313
"374",374,"control",30.7688722655041,"control",118.828865391179,"control",498.639276192954
"375",375,"control",30.4599298959411,"control",145.438629248434,"control",537.286800874171
"376",376,"control",29.3823085822553,"control",121.351570712056,"control",526.969416463928
"377",377,"control",28.9831548726366,"control",135.25913775881,"control",578.905666831122
"378",378,"control",30.1015861906165,"control",111.421504547644,"control",484.285956713102
"379",379,"control",29.9459787350964,"control",129.889378246007,"control",565.183740648289
"380",380,"control",28.2055243874812,"control",130.675806254166,"control",556.367332898809
"381",381,"control",29.9938600457912,"control",125.318762473339,"control",551.356282319829
"382",382,"control",30.1464257093786,"control",136.90515644759,"control",540.555468186427
"383",383,"control",30.1312318690422,"control",119.201007568222,"control",524.809706580051
"384",384,"control",28.9260832982494,"control",92.1221076421712,"control",558.159392518351
"385",385,"control",30.4266106127366,"control",116.260808354572,"control",521.597683885946
"386",386,"control",31.3109987342201,"control",132.109024553196,"control",550.615826975944
"387",387,"control",30.4071116751162,"control",94.0304473301122,"control",545.252455442377
